#
#
# !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
#
# Anyone using the information in this document and associated material
# (S5 noise spectra, inspiral ranges, observation times) in a publication
# or talk must acknowledge the US National Science Foundation, the LIGO
# Scientific Collaboration, and the Virgo Collaboration.
#
# Please direct all questions to the corresponding author
# (sprivite@ligo.caltech.edu).  Please inform the corresponding author
# and the LSC and Virgo spokespeople (currently, reitze@phys.ufl.edu and
# francesco.fidecaro@df.unipi.it, respectively) if you intend to use
# this information in a publication.
#
# !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
#
#
# This document contains the frequency series amplitude spectral density
# for H2 during the 2048 segment in S5 beginning at GPS time 875211248.
# This spectrum corresponds to a time when the H2 detector operated near
# its mode 1.4-1.4 solar mass inspiral horizon.  The first column is the
# frequency in Hz and the second column is the amplitude spectral density
# in strain/sqrt(Hz).
#
# The ASD given here is computed using version 3 calibration with version
# 4 DC calibration corrections.  The strain calibration for LIGO is valid
# above 30 Hz and for Virgo above 10Hz.  We make no attempt to estimate
# the ASD below these cutoffs.  We also impose a high-frequency cutoff at
# 6000 Hz, above which we make no attempt to estimate the ASD.
#
#
3.000000000000000000e+01	9.265963084804515945e-20
3.025000000000000000e+01	5.248176853441583649e-20
3.050000000000000000e+01	3.905792870084126975e-20
3.075000000000000000e+01	3.419209566078101852e-20
3.100000000000000000e+01	3.251757290810001100e-20
3.125000000000000000e+01	2.943298848349586570e-20
3.150000000000000000e+01	2.887862526989815065e-20
3.175000000000000000e+01	3.105635927156948771e-20
3.200000000000000000e+01	2.382420841604606188e-20
3.225000000000000000e+01	2.071541729801261081e-20
3.250000000000000000e+01	1.946133472627198878e-20
3.275000000000000000e+01	1.914363921866477520e-20
3.300000000000000000e+01	2.110643177659359986e-20
3.325000000000000000e+01	2.235189358952838180e-20
3.350000000000000000e+01	2.400844729077663508e-20
3.375000000000000000e+01	3.465381019414748207e-20
3.400000000000000000e+01	5.897731686562216277e-20
3.425000000000000000e+01	8.868058656220086005e-20
3.450000000000000000e+01	1.325261540730734355e-19
3.475000000000000000e+01	2.503797155260785092e-19
3.500000000000000000e+01	6.078752929316999962e-19
3.525000000000000000e+01	1.264248442593464290e-18
3.550000000000000000e+01	8.374349805531173147e-19
3.575000000000000000e+01	1.066150151884808402e-19
3.600000000000000000e+01	3.270030617966749236e-20
3.625000000000000000e+01	3.320322237181204698e-20
3.650000000000000000e+01	1.900397293931981924e-20
3.675000000000000000e+01	1.008517383869212367e-20
3.700000000000000000e+01	9.391659362902809983e-21
3.725000000000000000e+01	8.492239023802850913e-21
3.750000000000000000e+01	7.630502148157747570e-21
3.775000000000000000e+01	6.641825603320220215e-21
3.800000000000000000e+01	6.218695138171672706e-21
3.825000000000000000e+01	5.896557395833606036e-21
3.850000000000000000e+01	5.468294616331493799e-21
3.875000000000000000e+01	5.532757041736063629e-21
3.900000000000000000e+01	5.388486906028444802e-21
3.925000000000000000e+01	4.957094750516677650e-21
3.950000000000000000e+01	6.098844183499034260e-21
3.975000000000000000e+01	6.436752125157531825e-21
4.000000000000000000e+01	4.134210639002323636e-21
4.025000000000000000e+01	3.752588683935397838e-21
4.050000000000000000e+01	3.651485890855940605e-21
4.075000000000000000e+01	3.594160099772963846e-21
4.100000000000000000e+01	3.494097818682242064e-21
4.125000000000000000e+01	3.304482926063925098e-21
4.150000000000000000e+01	3.156613811705194875e-21
4.175000000000000000e+01	3.007083145796271548e-21
4.200000000000000000e+01	2.892462427948200736e-21
4.225000000000000000e+01	2.836083675968676394e-21
4.250000000000000000e+01	2.679954211906613809e-21
4.275000000000000000e+01	2.597485487304212180e-21
4.300000000000000000e+01	2.484528742704338283e-21
4.325000000000000000e+01	2.391198832101588472e-21
4.350000000000000000e+01	2.404103189039106302e-21
4.375000000000000000e+01	2.265926513815485667e-21
4.400000000000000000e+01	2.111916441469217072e-21
4.425000000000000000e+01	2.266886452419706103e-21
4.450000000000000000e+01	2.133572272724783950e-21
4.475000000000000000e+01	2.592068980707110681e-21
4.500000000000000000e+01	2.949894213463255571e-21
