#
#
# !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
#
# Anyone using the information in this document and associated material
# (S5 noise spectra, inspiral ranges, observation times) in a publication
# or talk must acknowledge the US National Science Foundation, the LIGO
# Scientific Collaboration, and the Virgo Collaboration.
#
# Please direct all questions to the corresponding author
# (sprivite@ligo.caltech.edu).  Please inform the corresponding author
# and the LSC and Virgo spokespeople (currently, reitze@phys.ufl.edu and
# francesco.fidecaro@df.unipi.it, respectively) if you intend to use
# this information in a publication.
#
# !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
#
#
# This document contains the frequency series amplitude spectral density
# for H1 during the 2048 segment in S5 beginning at GPS time 869040003.
# This spectrum corresponds to a time when the H1 detector operated near
# its mode 1.4-1.4 solar mass inspiral horizon.  The first column is the
# frequency in Hz and the second column is the amplitude spectral density
# in strain/sqrt(Hz).
#
# The ASD given here is computed using version 3 calibration with version
# 4 DC calibration corrections.  The strain calibration for LIGO is valid
# above 30 Hz and for Virgo above 10Hz.  We make no attempt to estimate
# the ASD below these cutoffs.  We also impose a high-frequency cutoff at
# 6000 Hz, above which we make no attempt to estimate the ASD.
#
#
3.000000000000000000e+01	6.127642033526436903e-20
3.025000000000000000e+01	6.224345665436649706e-20
3.050000000000000000e+01	4.803753602565394621e-20
3.075000000000000000e+01	3.365564207206275122e-20
3.100000000000000000e+01	3.149689717089605645e-20
3.125000000000000000e+01	2.833348994792558368e-20
3.150000000000000000e+01	2.518288853700464762e-20
3.175000000000000000e+01	2.345835313922953170e-20
3.200000000000000000e+01	2.766897072703645073e-20
3.225000000000000000e+01	2.699101748869056730e-20
3.250000000000000000e+01	1.883861822681270983e-20
3.275000000000000000e+01	1.866550512796265079e-20
3.300000000000000000e+01	1.921714355397284195e-20
3.325000000000000000e+01	2.386777193624071915e-20
3.350000000000000000e+01	3.033268255395160557e-20
3.375000000000000000e+01	3.089130948587321083e-20
3.400000000000000000e+01	3.417863892216892091e-20
3.425000000000000000e+01	4.283751020033727644e-20
3.450000000000000000e+01	5.618598948250355276e-20
3.475000000000000000e+01	1.295377575201917757e-19
3.500000000000000000e+01	4.005776686980941095e-19
3.525000000000000000e+01	9.841324020630558872e-19
3.550000000000000000e+01	6.555754415205012035e-19
3.575000000000000000e+01	7.494488664612150369e-20
3.600000000000000000e+01	2.667049086628141050e-20
3.625000000000000000e+01	2.250951554475573316e-20
3.650000000000000000e+01	1.398355836383572337e-20
3.675000000000000000e+01	4.641964173847101857e-21
3.700000000000000000e+01	3.718965963673236196e-21
3.725000000000000000e+01	3.339508835864939413e-21
3.750000000000000000e+01	3.617215418014249093e-21
3.775000000000000000e+01	4.156935001704981947e-21
3.800000000000000000e+01	2.862546688264839522e-21
3.825000000000000000e+01	1.883745789524690630e-21
3.850000000000000000e+01	1.431324921375995658e-21
3.875000000000000000e+01	1.230869600346031806e-21
3.900000000000000000e+01	1.116548396276668429e-21
3.925000000000000000e+01	1.003704859815872388e-21
3.950000000000000000e+01	8.872967853524548429e-22
3.975000000000000000e+01	8.114708617489601663e-22
4.000000000000000000e+01	7.445581202098329739e-22
4.025000000000000000e+01	6.632593933920574696e-22
4.050000000000000000e+01	6.171396890824637178e-22
4.075000000000000000e+01	5.657677666459976075e-22
4.100000000000000000e+01	5.186065649287521968e-22
4.125000000000000000e+01	4.768978454612686188e-22
4.150000000000000000e+01	4.653292620856763185e-22
4.175000000000000000e+01	4.601116780408860864e-22
4.200000000000000000e+01	4.369506667430546676e-22
4.225000000000000000e+01	4.110540503889969145e-22
4.250000000000000000e+01	3.998979545214004073e-22
4.275000000000000000e+01	3.896241977223694102e-22
4.300000000000000000e+01	3.726971891313376118e-22
4.325000000000000000e+01	3.573343424452791413e-22
4.350000000000000000e+01	3.521670401562304500e-22
4.375000000000000000e+01	3.486586794141227392e-22
4.400000000000000000e+01	3.416103457309219400e-22
4.425000000000000000e+01	3.346443542944658806e-22
4.450000000000000000e+01	3.294512287240708196e-22
4.475000000000000000e+01	3.229711399929102368e-22
4.500000000000000000e+01	3.025769851872412577e-22
4.525000000000000000e+01	3.849624122337141020e-22
4.550000000000000000e+01	4.898985986250623911e-22
4.575000000000000000e+01	3.347929676175412241e-22
4.600000000000000000e+01	2.821912467369603126e-22
4.625000000000000000e+01	2.791244384724490852e-22
